SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
539195,POEL        ,X ,Q,29.60,32.75,29.60,29.80,31.85,31.00,10,124,3691.00,
539196,AEL         ,X ,Q,10.10,10.28,8.07,9.79,9.80,9.11,28,13835,137317.00,
539197,DEVHARI     ,XT,Q,3.09,3.09,2.81,3.07,3.07,2.95,14,985,2861.00,
539201,SATIA       ,B ,Q,635.00,641.85,635.00,635.00,635.00,632.00,39,1400,891063.00,
539207,MANPASAND   ,A ,Q,25.00,25.00,22.75,22.75,22.75,23.90,668,64827,1540395.00,
539216,JUNCTION    ,M ,Q,36.00,37.00,36.00,37.00,37.00,37.45,2,8000,292000.00,
539219,MUL         ,X ,Q,183.00,184.95,179.00,184.00,184.00,182.80,144,23335,4273594.00,
539220,MISHKA      ,T ,Q,35.00,36.75,35.00,35.00,35.00,35.00,5,473,16556.00,
539221,SPORTKING   ,XT,Q,247.05,270.00,247.00,255.00,255.00,260.00,10,265,66691.00,
539223,AMBITION    ,B ,Q,10.30,10.30,10.26,10.26,10.26,10.80,9,101,1040.00,
539225,JIYAECO     ,B ,Q,47.50,48.35,46.30,46.95,46.95,47.20,876,292246,13809140.00,
539227,LOYAL       ,T ,Q,31.50,32.00,31.50,32.00,32.00,33.10,7,4749,151868.00,
539228,GGPL        ,B ,Q,64.90,69.35,64.85,65.50,65.45,65.15,12,639,41729.00,
539235,GPL         ,XT,Q,320.70,320.70,320.70,320.70,320.70,337.55,1,1,320.00,
539251,BALKRISHNA  ,B ,Q,18.00,18.00,17.50,17.50,17.50,18.25,10,525,9437.00,
539252,SCFL        ,B ,Q,2.38,2.38,2.38,2.38,2.38,2.64,3,2180,5188.00,
539254,ADANITRANS  ,A ,Q,203.10,209.40,202.75,207.80,206.55,203.50,541,18544,3838345.00,
539255,STARDELTA   ,X ,Q,87.00,87.00,87.00,87.00,87.00,87.55,2,41,3567.00,
539268,SYNGENE     ,A ,Q,298.10,308.55,295.00,306.05,305.00,299.45,193,4067,1232437.00,
539276,KAYA        ,B ,Q,351.45,358.00,304.15,323.90,322.80,349.05,670,7882,2591079.00,
539287,ORTINLAABS  ,T ,Q,11.09,11.09,10.07,10.70,10.78,10.59,13,2542,27502.00,
539289,MJCO        ,B ,Q,443.00,447.40,440.00,443.70,445.30,441.85,43,571,253463.00,
539290,BINDALAGRO  ,B ,Q,10.37,11.75,10.22,11.00,11.00,10.33,22,2340,25216.00,
539291,OZONEWORLD  ,X ,Q,55.50,55.50,55.50,55.50,55.50,53.00,1,5,277.00,
539301,ARVSMART    ,B ,Q,89.15,90.05,87.00,87.50,87.20,90.05,90,1536,135879.00,
539302,POWERMECH   ,B ,Q,897.00,919.90,860.70,875.35,868.10,882.80,193,1883,1698767.00,
539309,RAMASTEEL   ,B ,Q,53.00,53.00,52.15,52.55,52.60,52.00,15,550,29094.00,
539310,TISL        ,B ,Q,2.60,2.70,2.41,2.62,2.60,2.63,94,1742341,4461379.00,
539331,VETO        ,B ,Q,52.45,54.95,52.00,53.75,54.50,51.95,66,2301,123024.00,
539332,NAVKARCORP  ,A ,Q,19.35,20.40,19.35,19.95,19.95,19.35,53,10726,214161.00,
539334,SHREEPUSHK  ,B ,Q,89.00,90.40,88.50,90.25,90.25,88.00,263,16268,1450318.00,
539336,GUJGAS      ,A ,Q,183.90,189.50,181.75,183.80,183.80,181.35,1258,51757,9573740.00,
539346,SADBHIN     ,B ,Q,58.75,58.75,55.95,58.00,58.00,54.55,15,794,45119.00,
539351,PRABHAT     ,B ,Q,66.00,68.75,65.70,67.90,67.15,66.00,61,24390,1639562.00,
539353,SALAUTO     ,X ,Q,159.80,162.00,151.00,152.10,151.25,156.50,10,207,31439.00,
539359,PRITIKAUTO  ,X ,Q,81.95,85.00,81.95,85.00,85.00,81.75,2,49,4091.00,
539400,MALLCOM     ,X ,Q,212.10,220.00,212.10,215.00,215.00,223.25,6,170,36588.00,
539404,SATIN       ,B ,Q,265.30,268.00,260.00,266.95,266.60,263.45,229,3743,994830.00,
539407,GENCON      ,X ,Q,77.95,82.00,77.90,79.75,82.00,77.95,18,2507,198525.00,
539409,NEERAJ      ,XT,Q,12.50,12.50,12.50,12.50,12.50,12.50,1,300,3750.00,
539410,WELCON      ,X ,Q,6.91,6.91,6.90,6.91,6.91,6.59,7,1401,9672.00,
539428,TEJNAKSH    ,T ,Q,69.00,72.40,65.55,72.40,72.40,69.00,8,69,4552.00,
539436,COFFEEDAY   ,A ,Q,85.50,85.50,85.50,85.50,85.50,89.95,109,32438,2773449.00,
539437,IDFCFIRSTB  ,A ,Q,40.90,41.90,40.50,41.60,41.60,41.10,1447,670579,27842165.00,
539448,INDIGO      ,A ,Q,1470.00,1519.00,1412.50,1491.65,1491.65,1491.15,7032,209032,308462573.00,
539450,SHK         ,B ,Q,113.00,117.10,109.60,112.05,113.00,113.50,321,8513,950333.00,
539455,ARYAVAN     ,XT,Q,23.75,23.75,23.75,23.75,23.75,23.80,6,750,17812.00,
539470,SHREEGANES  ,XT,Q,120.00,120.00,120.00,120.00,120.00,120.00,1,1,120.00,
539515,GMLM        ,XT,Q,117.30,117.30,113.00,116.45,117.30,115.00,5,106,12425.00,
539517,SXETF       ,B ,Q,3873.00,3918.78,3873.00,3893.90,3891.00,3872.34,34,6025,23368852.00,
539518,UDAYJEW     ,X ,Q,54.00,61.00,54.00,55.45,55.45,54.00,6,76,4222.00,
539520,SHAILJA     ,X ,Q,9.03,9.75,9.03,9.74,9.75,9.49,4,401,3763.00,
539523,ALKEM       ,A ,Q,1662.30,1690.35,1662.30,1672.85,1678.20,1673.80,51,182,304733.00,
539524,LALPATHLAB  ,A ,Q,1064.10,1109.65,1064.10,1092.35,1095.00,1072.30,175,1342,1452719.00,
539528,AAYUSH      ,X ,Q,19.05,19.05,19.05,19.05,19.05,18.15,2,101,1924.00,
539542,LUXIND      ,A ,Q,1043.75,1090.00,1034.70,1059.40,1059.40,1030.75,151,1195,1259365.00,
539545,APOORVA     ,X ,Q,19.25,20.00,18.30,19.50,19.50,19.25,8,113,2092.00,
539551,NH          ,B ,Q,204.45,214.00,203.65,206.85,208.00,206.50,64,551,114916.00,
539562,KAYEL       ,XT,Q,24.30,24.30,24.30,24.30,24.30,23.15,4,1800,43740.00,
539594,MISHTANN    ,X ,Q,35.10,35.10,35.10,35.10,35.10,34.45,8,964,33836.00,
539597,JSLHISAR    ,A ,Q,60.15,68.40,60.15,66.20,66.20,61.10,870,151128,9910370.00,
539621,BCLENTERPR  ,XT,Q,21.40,23.00,21.20,21.65,21.65,22.05,26,38226,831089.00,
539636,PRECAM      ,B ,Q,40.50,42.50,39.65,40.95,40.85,40.70,37,1407,57237.00,
539658,TEAMLEASE   ,A ,Q,2659.60,2701.75,2659.60,2677.80,2670.00,2654.15,29,96,257480.00,
539660,SAHYOGMULT  ,X ,Q,66.40,66.60,66.40,66.60,66.60,65.30,16,2306,153303.00,
539678,QUICKHEAL   ,B ,Q,118.05,127.50,118.00,126.00,126.05,118.25,308,11001,1361368.00,
539725,GOKULAGRO   ,T ,Q,11.60,12.50,11.60,12.15,12.00,12.19,65,105894,1301297.00,
539730,FREDUN      ,X ,Q,272.95,272.95,255.00,256.80,255.00,260.30,65,3615,937320.00,
539742,SIMBHALS    ,B ,Q,5.73,5.73,5.60,5.70,5.70,5.89,7,2887,16378.00,
539770,DARJEELING  ,X ,Q,87.50,87.50,85.80,86.25,86.25,87.40,71,22699,1968113.00,
539784,LICNFNHGP   ,B ,Q,112.96,112.96,112.96,112.96,112.96,112.76,1,328,37050.00,
539785,PDMJEPAPER  ,B ,Q,11.00,11.50,10.87,11.11,11.05,10.72,58,18212,205770.00,
539787,HCG         ,B ,Q,102.00,103.00,99.20,101.30,103.00,106.90,39,1774,179152.00,
539798,UMIYA       ,T ,Q,9.30,10.05,9.26,10.05,10.05,9.64,15,6328,58927.00,
539799,BHARATWIRE  ,B ,Q,33.00,33.00,33.00,33.00,33.00,32.95,3,6,198.00,
539807,INFIBEAM    ,A ,Q,38.90,42.65,37.80,41.25,40.75,38.50,901,254788,10276865.00,
539814,RADHEY      ,XT,Q,18.00,18.05,18.00,18.05,18.05,18.00,9,21528,387505.00,
539841,LANCER      ,B ,Q,53.95,53.95,48.95,49.30,48.95,51.50,16,680,33858.00,
539844,EQUITAS     ,A ,Q,104.00,108.25,102.95,106.70,106.70,103.75,1893,187231,19935051.00,
539861,SKIL        ,B ,Q,6.20,6.40,5.90,6.34,6.34,6.13,9,1800,11318.00,
539871,THYROCARE   ,A ,Q,442.00,457.50,442.00,453.25,454.20,442.25,108,961,433010.00,
539872,BAJAJHCARE  ,B ,Q,175.00,194.95,175.00,191.90,191.90,180.00,10,8237,1545291.00,
539874,UJJIVAN     ,A ,Q,273.40,282.85,273.40,279.55,277.05,277.85,1470,137160,38194863.00,
539875,RSDFIN      ,X ,Q,48.00,48.00,48.00,48.00,48.00,46.30,1,400,19200.00,
539876,CROMPTON    ,A ,Q,230.50,231.45,224.50,229.40,229.55,224.65,525,13740,3126939.00,
539883,PILANIINVS  ,B ,Q,1990.00,1990.00,1898.00,1920.55,1927.95,1887.40,58,1776,3382700.00,
539884,DARSHANORNA ,B ,Q,37.90,37.90,35.90,35.95,35.95,36.15,15,1321,47534.00,
539889,PARAGMILK   ,A ,Q,207.05,209.45,201.00,201.35,201.35,207.15,710,26325,5377025.00,
539895,SAGL        ,XT,Q,11.75,11.75,11.75,11.75,11.75,12.35,1,1,11.00,
539917,NAGARFERT   ,B ,Q,4.00,4.16,3.97,4.15,4.15,4.10,29,18276,74622.00,
539938,MIL         ,X ,Q,98.00,98.00,95.00,98.00,98.00,98.00,19,79,7666.00,
539939,YASHCHEM    ,B ,Q,85.95,86.00,80.00,81.35,80.00,81.95,44,9412,760405.00,
539940,MAXVIL      ,B ,Q,36.25,38.75,36.25,37.15,37.10,35.90,148,14119,526627.00,
539945,ICICINV20   ,B ,Q,54.00,54.00,53.08,53.08,53.08,53.40,8,229,12206.00,
539956,TAALENT     ,X ,Q,274.80,274.80,240.00,258.55,258.55,237.05,8,140,34667.00,
539957,MGL         ,A ,Q,821.90,821.90,799.70,808.85,804.45,806.55,585,10999,8884524.00,
539962,QFSL        ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,11895,2260.00,
539963,ZEAL        ,M ,Q,80.00,80.00,80.00,80.00,80.00,83.20,3,15000,1200000.00,
539978,QUESS       ,A ,Q,420.60,444.25,420.60,440.25,442.55,419.40,900,17229,7552548.00,
539979,DIGJAMLTD   ,B ,Q,1.00,1.01,0.94,1.00,1.00,0.97,24,208797,200834.00,
539980,ICICIMCAP   ,B ,Q,60.01,60.01,59.69,59.69,59.69,58.90,3,70,4180.00,
539981,MAXINDIA    ,A ,Q,60.55,64.90,60.45,61.75,61.35,60.20,161,9619,597674.00,
539982,ASYL        ,B ,Q,18.15,20.45,18.15,18.50,18.50,18.00,9,902,17189.00,
539984,HUIL        ,X ,Q,545.00,588.10,540.00,543.25,588.10,545.20,6,24,13038.00,
539986,COMSYN      ,B ,Q,45.75,45.75,45.75,45.75,45.75,45.90,1,125,5718.00,
539992,LLOYDSTEEL  ,B ,Q,0.50,0.52,0.49,0.51,0.51,0.50,96,725666,369255.00,
540005,LTI         ,A ,Q,1531.40,1594.40,1531.40,1577.70,1577.70,1539.05,712,4747,7470718.00,
540006,EASTWEST    ,X ,Q,85.50,93.00,85.25,93.00,93.00,94.70,7,1105,94504.00,
540024,ASHARI      ,XT,Q,17.70,18.00,17.55,17.85,18.00,17.70,108,111844,1985557.00,
540025,ADVENZYMES  ,A ,Q,150.35,152.45,149.35,151.90,152.45,151.20,69,3431,519070.00,
540026,LAHL        ,XT,Q,3.19,3.19,3.19,3.19,3.19,3.04,1,5,15.00,
540027,PTIL        ,T ,Q,403.40,403.40,396.00,401.45,403.00,402.50,46,480,192072.00,
540047,DBL         ,A ,Q,385.00,393.00,367.65,385.15,382.75,390.25,1083,28500,10930486.00,
540048,SPAL        ,B ,Q,231.50,231.50,231.50,231.50,231.50,238.55,1,2,463.00,
540064,FRETAIL     ,A ,Q,393.85,407.00,375.00,392.90,392.90,402.90,1707,43930,17035305.00,
540065,RBLBANK     ,A ,Q,385.00,399.50,385.00,395.30,395.30,388.90,4967,351229,138492580.00,
540071,CAMSONSEEDS ,Z ,Q,3.62,3.62,3.62,3.62,3.62,3.45,3,81,293.00,
540073,BLS         ,B ,Q,81.00,84.05,80.40,82.05,82.05,80.25,79,4231,343606.00,
540080,NARAYANI    ,T ,Q,42.95,45.75,41.55,41.90,41.55,43.70,4,21,896.00,
540108,TAHL        ,X ,Q,98.60,100.00,98.60,99.70,100.00,96.50,20,1907,190019.00,
540115,LTTS        ,A ,Q,1502.90,1527.15,1493.00,1519.95,1519.95,1494.65,1140,25196,38021390.00,
540124,GNA         ,B ,Q,219.90,222.00,211.05,220.80,220.20,213.55,883,4422,965308.00,
540125,RADHIKAJWE  ,M ,Q,18.50,18.50,18.10,18.10,18.10,17.40,2,3200,58560.00,
540133,ICICIPRULI  ,A ,Q,386.00,399.00,386.00,395.00,395.00,392.55,2134,78282,30888118.00,
540135,ARCFIN      ,XT,Q,1.46,1.46,1.46,1.46,1.46,1.48,9,112002,163522.00,
540136,HPL         ,B ,Q,40.10,43.20,40.10,42.55,42.55,40.85,137,10445,439752.00,
540143,SAGARSOFT   ,X ,Q,68.00,68.00,63.15,63.60,63.60,65.00,17,1392,91135.00,
540145,VALIANTORG  ,M ,Q,1415.00,1499.00,1415.00,1450.00,1450.00,1400.00,32,5250,7630507.00,
540147,SHASHIJIT   ,M ,Q,25.05,25.40,25.00,25.40,25.40,27.35,5,28800,724320.00,
540151,DIKSAT      ,M ,Q,90.50,90.50,90.50,90.50,90.50,96.00,1,1500,135750.00,
540153,ENDURANCE   ,A ,Q,919.10,955.45,911.00,919.70,911.00,922.00,318,1499,1408005.00,
540173,PNBHOUSING  ,A ,Q,706.00,715.00,699.50,710.90,710.90,704.75,278,5576,3944946.00,
540175,REGENCY     ,X ,Q,25.90,28.90,25.90,28.00,28.00,28.75,114,5651,147392.00,
540180,VBL         ,A ,Q,590.00,618.15,586.00,605.15,609.45,594.50,232,2054,1248530.00,
540192,LKPSEC      ,X ,Q,5.22,5.45,5.20,5.31,5.38,5.42,26,11848,62958.00,
540198,OSIAJEE     ,X ,Q,28.75,30.20,28.00,30.00,30.10,28.35,101,47994,1381842.00,
540203,SFL         ,B ,Q,1180.00,1180.00,1175.25,1175.25,1175.25,1170.60,2,2,2355.00,
540212,TCIEXP      ,B ,Q,552.80,579.80,551.10,576.15,568.65,538.20,91,384,217845.00,
540222,LAURUSLABS  ,A ,Q,314.95,320.00,314.95,316.85,316.80,318.95,62,667,212160.00,
540243,NEWLIGHT    ,XT,Q,36.30,36.30,36.30,36.30,36.30,36.45,1,35,1270.00,
540268,DHANVARSHA  ,X ,Q,50.10,57.00,45.50,51.95,51.00,50.00,86,91421,4816893.00,
540293,PRICOLLTD   ,B ,Q,25.20,26.70,25.20,26.05,26.00,25.60,38,4904,128598.00,
540311,JITFINFRA   ,T ,Q,7.41,7.41,7.41,7.41,7.41,7.80,3,231,1711.00,
540360,LLFICL      ,X ,Q,120.00,120.00,85.35,104.65,104.70,104.35,108,30177,3143055.00,
540361,DANUBE      ,XT,Q,6.51,7.19,6.51,7.19,7.19,6.85,10,5375,38149.00,
540366,RADIOCITY   ,B ,Q,44.70,45.05,43.90,45.05,45.05,44.45,25,464,20618.00,
540376,DMART       ,A ,Q,1482.00,1504.35,1480.00,1489.75,1489.75,1488.65,1023,13365,19985775.00,
540386,ONTIC       ,XT,Q,6.12,6.12,6.10,6.10,6.10,6.02,3,35,213.00,
540401,MAXIMUS     ,B ,Q,39.00,39.00,39.00,39.00,39.00,42.00,1,100,3900.00,
540403,CLEDUCATE   ,B ,Q,89.65,96.00,88.95,89.35,90.00,91.50,18,298,26719.00,
540425,SHANKARA    ,A ,Q,240.05,274.00,240.05,259.60,259.60,247.70,454,5612,1460987.00,
540497,SCHAND      ,B ,Q,62.65,66.00,60.10,62.00,62.10,60.00,129,1545,95489.00,
540519,MEERA       ,M ,Q,190.05,190.05,184.00,184.15,185.00,195.00,8,8500,1570050.00,
540526,IRBINVIT    ,IF,Q,64.20,64.20,64.20,64.20,64.20,64.16,1,5000,321000.00,
540530,HUDCO       ,A ,Q,33.10,34.10,32.80,33.80,33.85,33.05,383,111088,3736869.00,
540544,PSPPROJECT  ,B ,Q,476.80,486.80,476.80,483.10,482.30,469.25,31,994,477517.00,
540565,INDIGRID    ,IF,Q,89.00,89.50,88.55,89.20,89.20,89.00,15,607257,54314545.00,
540570,SFIVL       ,X ,Q,9.00,9.50,9.00,9.38,9.50,8.50,4,8000,73500.00,
540575,STARCEMENT  ,B ,Q,95.30,98.80,94.50,96.80,96.80,94.30,33,2166,207280.00,
540593,HEOF1126RG  ,B ,Q,9.45,9.60,9.45,9.60,9.60,9.20,3,5000,47850.00,
540594,HEOF1126RD  ,B ,Q,9.12,9.12,9.11,9.12,9.12,9.23,13,13999,127590.00,
540595,TEJASNET    ,B ,Q,84.50,87.50,83.60,84.75,85.30,83.75,232,4295,366518.00,
540596,ERIS        ,A ,Q,401.90,408.60,401.90,405.90,404.60,408.10,76,1127,456089.00,
540602,GTPL        ,B ,Q,78.50,79.50,77.00,77.55,77.10,77.00,73,2674,208659.00,
540611,AUBANK      ,A ,Q,631.00,662.00,629.40,657.75,661.80,636.00,511,3983,2594046.00,
540615,7NR         ,M ,Q,93.00,97.00,93.00,97.00,97.00,97.00,2,15000,1407000.00,
540621,BHAGYAPROP  ,B ,Q,19.15,19.15,19.15,19.15,19.15,19.00,1,1,19.00,
540642,SALASAR     ,B ,Q,129.20,130.00,127.80,129.20,129.20,127.70,11,34,4364.00,
540647,GANGESSEC   ,B ,Q,38.00,38.00,38.00,38.00,38.00,37.35,1,22,836.00,
540648,PALASHSEC   ,B ,Q,40.55,40.55,40.55,40.55,40.55,41.00,1,22,892.00,
540649,AVADHSUGAR  ,B ,Q,223.50,235.90,221.95,232.25,234.00,226.20,167,2473,572341.00,
540650,MAGADHSUGAR ,B ,Q,101.60,102.05,97.85,98.40,98.00,97.20,31,2471,244796.00,
540653,SINTEXPLAST ,B ,Q,4.38,4.76,4.38,4.53,4.53,4.60,378,164828,758716.00,
540655,DAFXXIIIGR  ,F ,Q,9.60,9.60,9.60,9.60,9.60,9.60,1,15,144.00,
540669,UTINEXT50   ,B ,Q,265.50,265.50,265.50,265.50,265.50,263.00,1,10,2655.00,
540673,SIS         ,B ,Q,833.75,838.80,818.95,823.00,818.95,819.15,12,46,37908.00,
540678,COCHINSHIP  ,A ,Q,350.10,350.15,341.35,345.85,346.00,349.40,621,8715,2998856.00,
540679,SMSLIFE     ,B ,Q,314.95,338.85,314.95,331.30,329.00,329.05,13,180,57000.00,
540680,KIOCL       ,B ,Q,115.05,127.80,115.00,123.05,119.10,116.25,237,5173,634678.00,
540686,SMRUTHIORG  ,X ,Q,142.95,144.00,131.00,131.00,131.00,142.00,19,533,73207.00,
540691,ABCAPITAL   ,A ,Q,85.40,89.55,84.95,87.05,87.05,85.40,1683,235912,20698404.00,
540692,APEX        ,B ,Q,224.00,235.65,224.00,225.30,224.30,226.75,501,6493,1479861.00,
540698,NEL         ,M ,Q,1.61,1.61,1.61,1.61,1.61,1.54,1,4000,6440.00,
540699,DIXON       ,B ,Q,1923.70,1924.40,1854.15,1892.40,1872.25,1901.25,68,167,317363.00,
540700,BRNL        ,B ,Q,65.15,67.45,64.20,65.70,67.45,61.35,11,127,8239.00,
540701,DCAL        ,A ,Q,192.50,202.80,192.50,201.50,200.55,192.40,112,1765,351116.00,
540702,LASA        ,B ,Q,9.48,10.44,9.48,10.44,10.44,9.97,19,2798,28549.00,
540703,PROVESTSER  ,X ,Q,8.25,8.25,8.25,8.25,8.25,7.86,1,1,8.00,
540709,RELHOME     ,B ,Q,9.90,9.95,9.45,9.65,9.70,9.90,108,22607,218002.00,
540710,CAPACITE    ,B ,Q,217.20,226.55,217.15,224.95,225.50,218.20,192,3691,824371.00,
540716,ICICIGI     ,A ,Q,1169.00,1172.15,1144.35,1163.45,1161.00,1152.05,1154,7727,8969835.00,
540717,PQIF        ,X ,Q,33.35,33.35,30.30,30.30,30.30,31.80,3,115,3713.00,
540719,SBILIFE     ,A ,Q,787.65,799.85,780.65,787.70,783.45,790.30,1165,17911,14189808.00,
540728,SAYAJIIND   ,X ,Q,152.00,155.40,152.00,155.40,155.40,148.00,6,138,21248.00,
540729,VANTABIO    ,M ,Q,116.00,116.00,116.00,116.00,116.00,117.00,1,750,87000.00,
540738,STL         ,M ,Q,149.60,149.65,149.60,149.65,149.65,148.00,2,30000,4488750.00,
540743,GODREJAGRO  ,A ,Q,424.30,435.40,424.00,430.50,431.00,428.15,316,7941,3436662.00,
540744,MESCON      ,XT,Q,7.77,7.77,7.77,7.77,7.77,7.40,6,1380,10722.00,
540749,MASFIN      ,B ,Q,594.00,597.00,585.00,587.60,588.55,585.70,100,277,163552.00,
540750,IEX         ,A ,Q,142.85,144.55,141.85,143.75,143.55,143.95,53,614,88115.00,
540755,GICRE       ,A ,Q,191.50,196.15,190.65,192.10,192.10,194.95,249,5332,1027032.00,
540756,KAARYAFSL   ,M ,Q,25.00,25.05,25.00,25.05,25.05,20.95,2,6000,150150.00,
540757,SCPL        ,M ,Q,103.40,103.40,100.10,101.50,101.50,104.75,8,8800,896400.00,
540762,TIINDIA     ,A ,Q,325.00,360.00,325.00,353.10,352.50,355.55,240,2214,777382.00,
540767,RNAM        ,A ,Q,228.50,243.00,227.60,230.60,230.50,228.50,633,50965,11847014.00,
540768,MAHLOG      ,A ,Q,357.70,371.15,357.70,367.65,367.70,364.40,167,1050,385274.00,
540769,NIACL       ,A ,Q,121.30,123.60,118.25,121.45,121.00,121.30,248,3692,447044.00,
540774,IFGLEXPOR   ,B ,Q,138.00,145.00,137.00,141.30,145.00,140.50,27,267,37400.00,
540775,KHADIM      ,B ,Q,188.00,195.00,187.65,193.65,195.00,182.30,224,522,100198.00,
540776,5PAISA      ,B ,Q,149.00,150.95,143.15,143.15,143.15,150.65,27,2319,332297.00,
540777,HDFCLIFE    ,A ,Q,485.00,517.95,484.20,512.40,512.40,487.40,7254,291361,146839623.00,
540787,ICICIB22    ,B ,Q,34.00,34.35,33.75,34.12,34.35,34.31,213,15408,524079.00,
540789,DNAMEDIA    ,T ,Q,0.46,0.48,0.46,0.46,0.46,0.48,6,901,419.00,
540793,HHOF1140RG  ,B ,Q,8.31,8.31,8.31,8.31,8.31,8.21,1,7000,58170.00,
540797,SHALBY      ,B ,Q,80.45,89.30,80.45,84.05,84.65,79.30,622,17276,1487216.00,
540798,FSC         ,B ,Q,541.55,548.50,510.50,515.65,510.50,531.85,64,490,257570.00,
540799,DACEFRG     ,B ,Q,8.47,8.50,8.47,8.50,8.50,8.26,2,2000,16970.00,
540800,DACEFRDP    ,B ,Q,8.00,8.00,8.00,8.00,8.00,8.14,3,10000,80000.00,
540822,SANTOSHIND  ,XT,Q,274.00,274.00,274.00,274.00,274.00,287.70,1,1,274.00,
540824,ASTRON      ,B ,Q,90.50,90.95,87.00,88.30,88.00,90.50,1527,41490,3728124.00,
540861,IPRU3018    ,B ,Q,8.33,8.33,8.33,8.33,8.33,8.53,2,19,158.00,
540879,APOLLO      ,B ,Q,90.30,90.40,88.80,89.65,90.10,86.90,21,969,86992.00,
540900,NEWGEN      ,B ,Q,297.60,300.00,292.00,296.70,296.50,295.30,125,2617,776028.00,
540901,PRAXIS      ,B ,Q,72.00,75.90,70.55,72.85,72.05,74.30,9,115,8464.00,
540902,AMBER       ,B ,Q,773.65,809.10,755.30,798.75,798.90,756.05,129,1073,854781.00,
540923,AML         ,M ,Q,2.94,2.94,2.94,2.94,2.94,3.09,2,12000,35280.00,
540935,GALAXYSURF  ,B ,Q,1180.95,1200.65,1180.95,1188.30,1188.00,1180.95,62,981,1165929.00,
540938,GUJHYSPIN   ,M ,Q,4.20,5.03,4.20,5.03,5.03,5.02,2,20000,92300.00,
540945,FSSPL       ,M ,Q,2.78,2.89,2.65,2.89,2.89,2.78,3,12000,33280.00,
540954,IWP         ,X ,Q,57.25,59.00,54.00,55.75,56.00,57.30,177,34124,1919287.00,
540955,TDSL        ,M ,Q,13.20,13.20,13.20,13.20,13.20,12.95,1,3000,39600.00,
540961,SHIVAMILLS  ,B ,Q,31.00,38.20,31.00,38.20,38.20,38.00,16,308,11757.00,
540975,ASTERDM     ,B ,Q,122.25,124.30,119.70,121.05,121.20,122.40,122,4643,567830.00,
540981,KTKIND4RG   ,B ,Q,8.05,8.05,8.05,8.05,8.05,8.05,1,2500,20125.00,
541005,KANCOTEA    ,X ,Q,22.05,22.05,22.05,22.05,22.05,22.80,2,11,242.00,
541006,ANGEL       ,M ,Q,9.65,9.65,9.65,9.65,9.65,10.40,1,4000,38600.00,
541019,HGINFRA     ,B ,Q,225.25,235.00,225.25,234.35,235.00,221.00,37,806,186227.00,
541053,EIS         ,M ,Q,1069.00,1069.00,1069.00,1069.00,1069.00,1067.00,5,3200,3420800.00,
541096,BPLPHARMA   ,XT,Q,178.15,189.95,178.15,189.95,189.95,187.50,2,210,37529.00,
541097,LIQUIDETF   ,F ,Q,999.99,999.99,999.99,999.99,999.99,999.99,1,125,124998.00,
541143,BDL         ,B ,Q,288.00,295.00,283.05,289.35,289.35,289.30,251,1659,481999.00,
541153,BANDHANBNK  ,A ,Q,468.15,495.05,468.15,481.80,481.80,471.35,1207,37864,18344722.00,
541154,HAL         ,A ,Q,632.00,639.00,622.45,636.60,637.95,629.05,99,682,432794.00,
541161,KARDA       ,B ,Q,185.00,186.00,177.50,182.75,182.00,180.90,570,6695,1216278.00,
541163,SANDHAR     ,B ,Q,240.00,253.35,240.00,252.65,252.00,245.30,57,998,243807.00,
541167,YASHO       ,M ,Q,131.00,131.00,131.00,131.00,131.00,130.70,1,9600,1257600.00,
541179,ISEC        ,A ,Q,198.00,201.40,196.00,199.20,199.00,199.70,207,6699,1339507.00,
541195,MIDHANI     ,B ,Q,114.20,116.55,114.20,115.10,115.00,115.65,45,1941,223829.00,
541233,LEMONTREE   ,A ,Q,58.50,58.65,56.35,56.85,56.75,56.60,162,13078,743130.00,
541256,IPRU3081    ,F ,Q,8.35,8.35,8.20,8.20,8.20,9.00,4,10000,82920.00,
541269,CHEMFABALKA ,B ,Q,160.15,160.30,160.00,160.30,160.30,162.50,4,209,33476.00,
541301,ORIENTELEC  ,B ,Q,150.25,154.60,150.25,152.35,152.80,151.00,267,3663,558608.00,
541302,DHRUV       ,M ,Q,24.00,25.20,24.00,24.00,24.00,23.80,13,32000,782100.00,
541304,INDOUS      ,M ,Q,89.00,89.10,86.80,86.80,86.80,88.00,8,20000,1760625.00,
541336,INDOSTAR    ,A ,Q,284.05,294.90,280.75,291.55,291.15,291.15,76,560,163448.00,
541347,PARVATI     ,T ,Q,1.18,1.18,1.18,1.18,1.18,1.24,1,857,1011.00,
541352,MEGASTAR    ,M ,Q,40.50,43.00,40.50,43.00,43.00,40.25,2,4000,167000.00,
541400,ZIMLAB      ,X ,Q,119.95,119.95,116.00,116.45,117.50,115.15,10,305,35624.00,
541402,AFFORDABLE  ,M ,Q,71.50,71.50,69.90,69.90,69.90,72.50,3,4800,339840.00,
541403,DOLLAR      ,B ,Q,193.55,221.00,192.90,203.95,200.00,187.45,33,61,12298.00,
541450,ADANIGREEN  ,A ,Q,46.10,48.10,46.00,47.40,47.50,45.75,424,68948,3251787.00,
